Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,StoneArea,TotalSF,BuiltEqualRemod,Pool,TotalBath,TotalRoomsAboveGrade,TotalPorchSF,TotalOverallGrade,ConditionsScore,LotDepth,AreaLivRatio,GLQBsmtArea
2173,20,RL,40.0,14330,Pave,None,2,Lvl,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,5,6,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0.0,2,2,CBlock,3,3,1,3,88.0,5,596.0,180.0,864.0,GasA,2,Y,SBrkr,1558,0,0,1558,1.0,0.0,2,0,2,1,2,5,Min2,0,1,Attchd,1975.0,3,2.0,440.0,3,3,2,140,0,239,0,227,0,None,None,None,0,8,2008,WD,Normal,0.0,2422.0,0,0,3.0,7.0,606,11,3,358.25,7.172172172172172,0.0
2174,60,RL,70.0,10400,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,227.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1257.0,1257.0,GasA,4,Y,SBrkr,1290,871,0,2161,0.0,0.0,2,1,3,1,3,8,Typ,1,3,Attchd,2001.0,2,2.0,570.0,3,3,2,0,84,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,3418.0,1,0,2.5,10.5,84,12,3,148.57142857142858,5.591397849462366,0.0
2175,60,RL,70.0,9720,Pave,None,2,Lvl,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,3,2,PConc,4,3,2,6,1194.0,1,0.0,163.0,1357.0,GasA,4,Y,SBrkr,1366,581,0,1947,1.0,0.0,2,1,3,1,3,7,Typ,1,3,BuiltIn,2001.0,3,3.0,725.0,3,3,2,168,116,0,0,0,0,None,None,None,0,1,2008,WD,Normal,0.0,3304.0,0,0,3.5,9.5,284,14,3,138.85714285714286,4.648493543758967,0.0
2176,20,RL,70.0,14860,Pave,None,1,Lvl,CulDSac,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,240.0,3,2,PConc,5,3,4,6,1538.0,1,0.0,240.0,1778.0,GasA,4,Y,SBrkr,1786,0,0,1786,1.0,0.0,2,0,3,1,3,6,Typ,1,4,Attchd,2002.0,2,3.0,715.0,3,3,2,182,35,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,3564.0,0,0,3.0,8.0,217,13,3,212.28571428571428,5.941623350659736,0.0
2177,60,RL,41.0,10905,Pave,None,1,Lvl,CulDSac,2,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1129.0,1129.0,GasA,4,Y,SBrkr,1129,1198,0,2327,0.0,0.0,2,1,4,1,3,9,Typ,1,4,BuiltIn,2003.0,2,2.0,596.0,3,3,2,0,57,0,0,0,0,None,None,None,0,8,2008,WD,Normal,0.0,3456.0,1,0,2.5,11.5,57,12,3,265.9756097560976,6.321739130434783,0.0
2178,60,RL,96.0,11690,Pave,None,2,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,192.0,3,2,PConc,4,3,3,1,0.0,1,0.0,850.0,850.0,GasA,4,Y,SBrkr,886,878,0,1764,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1999.0,1,2.0,560.0,3,3,2,120,29,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,2614.0,0,0,2.5,9.5,149,13,3,121.77083333333333,8.084370677731673,0.0
2179,120,RM,70.0,4426,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,3,2,PConc,4,3,2,6,662.0,1,0.0,186.0,848.0,GasA,4,Y,SBrkr,848,0,0,848,1.0,0.0,1,0,1,1,3,3,Typ,0,1,Attchd,2004.0,2,2.0,420.0,3,3,2,140,0,0,0,0,0,None,None,None,0,2,2008,WD,Normal,0.0,1696.0,1,0,2.0,4.0,140,11,3,63.22857142857143,3.4905362776025237,0.0
2180,90,RM,83.0,10126,Pave,None,3,Lvl,Corner,2,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,PConc,4,3,4,6,1593.0,2,162.0,83.0,1838.0,GasA,4,Y,SBrkr,1838,0,0,1838,2.0,0.0,2,0,2,2,2,8,Typ,0,1,Attchd,1998.0,1,3.0,721.0,3,3,2,160,67,0,0,0,0,None,None,None,0,7,2008,WD,Abnorml,0.0,3676.0,0,0,4.0,10.0,227,11,3,122.0,3.9570144587729583,0.0
2181,20,RL,75.0,9750,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,3,2,PConc,4,3,2,6,24.0,1,0.0,1421.0,1445.0,GasA,4,Y,SBrkr,1445,0,0,1445,0.0,0.0,2,0,3,1,3,6,Typ,0,1,Attchd,2004.0,1,2.0,470.0,3,3,2,0,35,0,0,0,0,None,None,None,0,6,2008,WD,Normal,50.0,2890.0,1,0,2.0,8.0,35,12,3,130.0,5.091383812010444,0.0
2182,20,RL,85.0,11058,Pave,None,3,Lvl,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,3,2,PConc,4,3,1,6,56.0,1,0.0,1508.0,1564.0,GasA,4,Y,SBrkr,1564,0,0,1564,0.0,0.0,2,0,3,1,3,6,Typ,0,1,Attchd,2007.0,2,3.0,814.0,3,3,2,0,24,0,0,0,0,None,None,None,0,2,2008,WD,Normal,212.0,3128.0,1,0,2.0,8.0,24,13,3,130.09411764705882,4.650126156433978,0.0
2183,20,RL,74.0,9627,Pave,None,3,Lvl,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,6,24.0,1,0.0,1327.0,1351.0,GasA,4,Y,SBrkr,1361,0,0,1361,0.0,0.0,2,0,3,1,3,6,Typ,0,1,Attchd,2007.0,2,2.0,610.0,3,3,2,0,50,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,2712.0,1,0,2.0,8.0,50,12,3,130.09459459459458,4.884322678843227,0.0
2184,20,RL,75.0,9825,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,3,3,1,3,609.0,1,0.0,483.0,1092.0,GasA,2,Y,SBrkr,1092,0,0,1092,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Attchd,1966.0,1,1.0,264.0,3,3,2,259,0,0,0,161,0,None,MnPrv,None,0,4,2008,COD,Abnorml,0.0,2184.0,1,0,1.0,7.0,420,10,3,131.0,7.245575221238938,0.0
2185,85,RL,64.0,12102,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,2,2,CBlock,4,4,4,5,456.0,1,0.0,0.0,456.0,GasA,4,Y,SBrkr,1033,0,0,1033,0.0,1.0,1,0,3,1,2,6,Typ,0,1,BuiltIn,1976.0,2,2.0,504.0,2,3,2,224,0,0,0,0,0,None,None,None,0,4,2008,WD,Family,0.0,1489.0,1,0,1.5,7.0,224,10,3,189.09375,7.873780091086532,0.0
2186,20,RL,65.0,6500,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,2,2,CBlock,3,1,1,4,1033.0,1,0.0,94.0,1127.0,GasA,2,Y,SBrkr,1127,0,0,1127,0.0,1.0,1,1,3,1,2,6,Typ,1,0,Detchd,1991.0,1,2.0,480.0,3,3,2,0,0,138,0,0,0,None,None,None,0,5,2008,WD,Normal,0.0,2254.0,1,0,2.0,7.5,138,12,3,100.0,4.044803982576229,0.0
2187,80,RL,64.5,9638,Pave,None,2,Lvl,CulDSac,2,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,3,5,368.0,3,120.0,541.0,1029.0,GasA,2,Y,SBrkr,1117,0,0,1117,1.0,0.0,1,0,3,1,2,6,Typ,1,2,Attchd,1977.0,2,2.0,542.0,3,3,2,292,0,0,0,0,0,None,None,None,0,11,2008,WD,Normal,0.0,2146.0,1,0,2.0,7.0,292,12,3,149.42635658914728,5.809523809523809,0.0
2188,60,RL,72.0,7200,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,3,5,288.0,1,0.0,396.0,684.0,GasA,2,Y,SBrkr,684,714,0,1398,0.0,0.0,1,1,3,1,2,6,Typ,1,3,Attchd,1976.0,3,2.0,440.0,3,3,2,0,0,0,0,0,0,None,MnPrv,None,0,2,2008,WD,Normal,0.0,2082.0,0,0,1.5,7.5,0,13,3,100.0,6.405693950177936,0.0
2189,20,RL,123.0,47007,Pave,None,2,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,7,1959,1996,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,Slab,1,1,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,SBrkr,3820,0,0,3820,0.0,0.0,3,1,5,1,4,11,Typ,2,4,Attchd,1959.0,1,2.0,624.0,3,3,2,0,372,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,3820.0,0,0,3.5,14.5,372,12,3,382.1707317073171,10.577632763276327,0.0
2190,90,RL,65.0,6012,Pave,None,3,Lvl,Corner,2,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,None,0.0,2,1,PConc,1,1,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,SBrkr,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,Typ,0,1,None,0.0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,None,None,None,0,6,2008,WD,AdjLand,0.0,1152.0,1,0,2.0,8.0,0,9,3,92.49230769230769,5.21875,0.0
2191,90,RL,74.0,6845,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,2,2,Slab,1,1,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,FuseF,1152,0,0,1152,0.0,0.0,2,0,2,2,2,6,Typ,0,1,None,0.0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,1152.0,1,0,2.0,8.0,0,9,3,92.5,5.941840277777778,0.0
2192,190,RL,56.0,6931,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,3,3,3,5,784.0,1,0.0,0.0,784.0,GasA,2,N,FuseP,784,0,0,784,1.0,0.0,1,0,2,1,2,4,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,112,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,0.0,1568.0,1,0,2.0,5.0,112,9,3,123.76785714285714,8.840561224489797,0.0
2193,50,RL,60.0,12180,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,1,0.0,1,0.0,585.0,585.0,GasA,3,Y,FuseF,585,468,0,1053,0.0,0.0,1,1,2,1,4,5,Typ,0,1,None,0.0,0,0.0,0.0,1,1,0,42,0,0,0,0,0,None,None,None,0,1,2008,WD,Family,0.0,1638.0,0,0,1.5,6.5,42,12,3,203.0,20.82051282051282,0.0
2194,50,RL,57.0,8050,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947,1993,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,Slab,1,1,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,929,208,0,1137,0.0,0.0,1,1,4,1,2,8,Min1,0,1,None,0.0,0,0.0,0.0,1,1,2,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,0.0,1137.0,0,0,1.5,9.5,0,13,3,141.2280701754386,8.665231431646932,0.0
2195,20,RL,68.0,9520,Pave,None,3,Bnk,Inside,1,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,2,2,CBlock,4,3,1,3,767.0,1,0.0,144.0,911.0,GasA,2,Y,SBrkr,930,0,0,930,0.0,0.0,1,0,2,1,2,5,Typ,0,1,Attchd,1953.0,2,1.0,286.0,3,3,2,134,0,0,0,0,0,None,MnPrv,Gar2,3000,5,2008,WD,Normal,115.0,1841.0,1,0,1.0,6.0,134,9,3,140.0,7.828947368421052,0.0
2196,80,RL,62.0,7692,Pave,None,3,Bnk,Inside,1,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,5,3,3,1,0.0,1,0.0,416.0,416.0,GasA,3,Y,FuseA,1204,0,0,1204,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Basment,1954.0,1,1.0,312.0,3,3,2,0,0,0,0,0,0,None,None,None,0,11,2008,WD,Abnorml,0.0,1620.0,1,0,1.0,7.0,0,10,3,124.06451612903226,5.073878627968337,0.0
2197,30,RL,67.0,5142,Pave,None,3,Lvl,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,PConc,3,3,1,5,224.0,1,0.0,725.0,949.0,GasA,2,Y,SBrkr,949,343,0,1292,0.0,0.0,1,1,3,1,3,6,Typ,0,1,Detchd,1923.0,1,1.0,205.0,3,3,0,0,0,183,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,2241.0,0,0,1.5,7.5,183,11,3,76.74626865671642,4.4558058925476605,0.0
2198,30,RL,60.0,7290,Pave,None,3,Lvl,Corner,2,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,1228.0,1228.0,GasA,4,Y,SBrkr,1424,0,0,1424,0.0,0.0,2,0,2,1,2,7,Typ,1,4,Attchd,1921.0,1,1.0,312.0,3,3,2,0,0,90,0,0,0,None,None,None,0,4,2008,WD,Normal,0.0,2652.0,0,0,2.0,9.0,90,15,3,121.5,4.199308755760368,0.0
2199,90,RL,64.0,7804,Pave,None,3,Lvl,Inside,2,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,Stucco,Stucco,None,0.0,2,2,BrkTil,3,3,1,5,281.0,3,679.0,0.0,960.0,GasA,4,Y,SBrkr,960,960,0,1920,2.0,0.0,2,2,4,2,2,10,Typ,2,4,Detchd,1930.0,1,2.0,480.0,3,3,2,248,0,121,0,0,0,None,None,None,0,7,2008,WD,Abnorml,0.0,2880.0,0,0,5.0,13.0,369,13,3,121.9375,5.419444444444444,0.0
2200,70,RL,66.0,8969,Pave,None,3,Bnk,Inside,2,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,4,379.0,1,0.0,265.0,644.0,GasA,4,Y,SBrkr,672,644,0,1316,1.0,0.0,1,0,2,1,2,6,Typ,1,4,Detchd,2001.0,1,1.0,369.0,3,3,1,0,0,0,0,192,0,None,MnPrv,None,0,7,2008,WD,Normal,0.0,1960.0,0,0,2.0,7.0,192,12,3,135.8939393939394,8.615754082612872,0.0
2201,50,RL,63.0,15564,Pave,None,3,Lvl,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,4,3,1,1,0.0,1,0.0,676.0,676.0,GasA,4,Y,SBrkr,676,588,0,1264,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Detchd,1994.0,1,2.0,400.0,3,3,2,424,0,0,0,0,0,None,None,Shed,400,1,2008,WD,Normal,0.0,1940.0,0,0,1.0,7.0,424,12,3,247.04761904761904,14.464684014869889,0.0
2202,70,RL,54.0,7609,Pave,None,3,Lvl,Corner,2,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,None,0.0,3,3,PConc,2,3,1,5,406.0,1,0.0,392.0,798.0,GasA,4,Y,SBrkr,798,714,0,1512,1.0,0.0,2,0,3,1,3,7,Typ,1,4,Detchd,1925.0,1,1.0,180.0,3,3,1,85,16,41,0,0,0,None,GdPrv,None,0,6,2008,WD,Normal,0.0,2310.0,0,0,3.0,9.0,142,17,3,140.90740740740742,7.780163599182004,0.0
2203,70,RL,70.0,9650,Pave,None,2,HLS,Corner,2,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,CompShg,Wd Sdng,Plywood,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,784.0,784.0,GasA,2,Y,SBrkr,819,784,0,1603,0.0,0.0,1,0,4,1,2,7,Typ,1,4,Attchd,1980.0,1,2.0,599.0,3,3,2,0,217,0,0,0,0,None,None,None,0,6,2008,WD,Normal,0.0,2387.0,0,0,1.0,8.0,217,9,3,137.85714285714286,6.805359661495063,0.0
2204,50,RL,70.0,11700,Pave,Grvl,2,HLS,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,CBlock,3,3,1,4,606.0,1,0.0,336.0,942.0,GasA,4,Y,SBrkr,1265,673,0,1938,0.0,0.0,2,0,4,1,3,7,Min2,1,4,Detchd,1937.0,1,1.0,240.0,3,3,2,0,40,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,2880.0,0,0,2.0,9.0,40,11,3,167.14285714285714,7.774086378737541,0.0
2205,50,RL,70.0,9260,Pave,Grvl,2,HLS,Inside,2,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,884.0,884.0,GasA,2,Y,FuseF,932,442,0,1374,0.0,0.0,1,0,3,1,2,6,Typ,0,1,Detchd,1938.0,1,1.0,225.0,3,3,2,64,0,0,0,100,0,None,None,None,0,3,2008,WD,Normal,0.0,2258.0,0,0,1.0,7.0,164,9,1,132.28571428571428,8.003457216940363,0.0
2206,20,RL,79.0,7801,Pave,None,2,Lvl,Corner,2,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,2,1,PConc,3,3,1,3,500.0,1,0.0,591.0,1091.0,GasA,1,N,FuseA,1091,0,0,1091,0.0,1.0,1,0,2,1,2,5,Typ,1,3,Attchd,1951.0,3,1.0,344.0,3,3,2,66,105,0,0,221,0,None,MnPrv,None,0,5,2008,WD,Normal,0.0,2182.0,1,0,1.5,6.0,392,11,1,98.74683544303798,5.436236933797909,0.0
2207,70,RL,100.0,9670,Pave,None,2,HLS,Inside,1,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,2,2,PConc,3,2,1,2,210.0,1,0.0,398.0,608.0,GasA,2,Y,SBrkr,983,890,0,1873,0.0,0.0,1,1,4,1,2,9,Typ,2,4,Detchd,1935.0,3,2.0,786.0,2,3,2,0,0,207,0,0,0,None,None,None,0,6,2008,WD,Alloca,40.0,2481.0,0,0,1.5,10.5,207,14,3,96.7,5.466365178066704,0.0
2208,50,RL,70.0,12392,Pave,None,3,Bnk,Inside,2,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,3,4,1,6,435.0,1,0.0,397.0,832.0,GasA,4,Y,SBrkr,1218,943,0,2161,1.0,0.0,2,1,3,1,3,8,Typ,2,3,Attchd,1994.0,3,2.0,506.0,3,3,2,0,96,0,0,0,0,None,None,None,0,4,2008,WD,Normal,0.0,2993.0,0,0,3.5,10.5,96,16,3,177.02857142857144,7.187935034802784,0.0
2209,20,RL,56.0,26073,Pave,None,2,Lvl,CulDSac,2,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,None,0.0,2,2,PConc,3,3,1,3,1116.0,1,0.0,782.0,1898.0,GasA,4,Y,FuseA,1898,0,0,1898,0.0,0.0,2,1,3,1,2,7,Typ,2,3,Attchd,1956.0,1,2.0,484.0,3,3,2,0,51,224,0,0,0,None,MnPrv,None,0,4,2008,WD,Normal,0.0,3796.0,1,0,2.5,9.5,275,10,3,465.5892857142857,10.945843828715365,0.0
2210,160,RM,24.0,1879,Pave,None,3,Lvl,CulDSac,2,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,4,3,1,6,366.0,1,0.0,150.0,516.0,GasA,2,Y,SBrkr,516,516,0,1032,0.0,0.0,1,0,2,1,2,5,Typ,1,3,Detchd,1980.0,1,2.0,462.0,3,3,2,213,0,0,0,0,0,None,GdPrv,None,0,12,2008,WD,Normal,0.0,1548.0,1,0,1.0,6.0,213,12,3,78.29166666666667,1.9212678936605316,0.0
2211,30,RM,50.0,7000,Pave,None,3,Lvl,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,3,1,3,299.0,6,40.0,555.0,894.0,GasA,2,Y,SBrkr,919,0,0,919,1.0,0.0,1,0,2,1,2,5,Typ,0,1,Detchd,1926.0,1,1.0,195.0,3,3,1,0,0,116,0,0,0,None,MnPrv,None,0,7,2008,WD,Normal,0.0,1813.0,0,0,2.0,6.0,116,14,3,140.0,6.283662477558348,0.0
2212,50,RM,60.0,6000,Pave,None,3,Lvl,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,CBlock,2,3,1,1,0.0,1,0.0,720.0,720.0,GasA,3,Y,SBrkr,760,330,0,1090,0.0,0.0,1,0,3,1,2,5,Typ,0,1,Detchd,1940.0,1,1.0,240.0,3,3,2,0,0,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,1810.0,0,0,1.0,6.0,0,14,3,100.0,6.0,0.0
2213,50,RM,58.0,8155,Pave,None,3,Lvl,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,CBlock,4,3,1,1,0.0,1,0.0,780.0,780.0,GasA,3,Y,FuseA,780,420,0,1200,0.0,0.0,1,0,4,1,2,7,Typ,0,1,None,0.0,0,0.0,0.0,1,1,2,0,0,96,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,1980.0,0,0,1.0,8.0,96,12,3,140.60344827586206,10.455128205128204,0.0
2214,80,RM,75.0,6000,Pave,None,3,Lvl,Inside,2,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,None,0.0,1,2,CBlock,4,3,2,3,257.0,1,0.0,367.0,624.0,GasA,4,Y,SBrkr,1092,564,0,1656,0.0,0.0,1,1,3,1,2,7,Mod,1,0,Attchd,1967.0,1,1.0,288.0,3,3,2,0,180,0,0,100,0,None,MnPrv,None,0,7,2008,WD,Normal,0.0,2280.0,1,0,1.5,8.5,280,10,3,80.0,4.3478260869565215,0.0
2215,30,RM,60.0,7392,Pave,None,3,Lvl,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,520.0,520.0,GasA,2,Y,FuseA,912,0,0,912,0.0,0.0,1,0,2,1,2,5,Typ,0,1,Detchd,1934.0,2,1.0,360.0,3,3,2,0,90,0,0,0,0,None,None,None,0,5,2008,WD,Normal,0.0,1432.0,0,0,1.0,6.0,90,12,3,123.2,5.811320754716981,0.0
2216,50,RM,75.0,9000,Pave,None,3,Lvl,Inside,2,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,2,2,CBlock,3,3,1,5,330.0,1,0.0,821.0,1151.0,GasA,3,Y,FuseA,1151,804,0,1955,0.0,0.0,2,0,4,1,2,7,Typ,0,1,Attchd,1958.0,3,1.0,356.0,3,3,2,0,0,0,0,0,0,None,None,None,0,1,2008,WD,Normal,0.0,3106.0,1,0,2.0,9.0,0,10,3,120.0,5.972130059721301,0.0
2217,20,RL,80.0,14584,Pave,None,3,Low,Inside,1,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,None,0.0,1,0,Slab,1,1,0,0,0.0,0,0.0,0.0,0.0,Wall,0,N,FuseA,733,0,0,733,0.0,0.0,1,0,2,1,1,4,Typ,0,1,Attchd,1952.0,1,2.0,487.0,2,0,0,0,0,0,0,0,0,None,None,None,0,2,2008,WD,Abnorml,0.0,733.0,1,0,1.0,5.0,0,6,3,182.3,11.954098360655738,0.0
2218,70,C (all),60.0,5280,Pave,None,3,Lvl,Corner,2,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,Stone,1,2,1,1,0.0,1,0.0,173.0,173.0,GasA,4,N,SBrkr,825,536,0,1361,0.0,0.0,1,0,2,1,2,6,Typ,0,1,Detchd,1895.0,1,1.0,185.0,2,3,2,0,123,0,0,0,0,None,None,None,0,7,2008,WD,Normal,0.0,1534.0,0,0,1.0,7.0,123,11,1,88.0,5.227722772277228,0.0
