Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,AreaFrontageRatio,AreaLivRatio,StoneArea,GLQBsmtArea,TotalSF,TotalPorchSF,HouseAge,TotalRoomsAboveGrade,TotalBath,OverallScore,OverallCondition,BuiltEqualRemod,HasAlley,HasPool,Has2ndFlr,HasGarage,HasBsmt,HasFireplace,NeighborhoodGrouped,TotalSF_OverallScore
2122,50,RM,52.0,6240,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,7,1929,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,80.0,Unf,0.0,624.0,704.0,GasA,Ex,Y,SBrkr,624,512,0,1136,0.0,1.0,1,0,2,1,TA,6,Typ,0,None,Detchd,1990.0,Unf,1.0,336.0,TA,TA,Y,0,365,80,0,0,0,None,None,None,0,8,2008,WD,Normal,120.0,6.5,0.0,0.0,1840.0,445,58,7.0,1.5,11,1.0,0,0,0,1,1,1,0,1,20240.0
2123,30,RM,51.0,6120,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,6,1945,1995,Gable,CompShg,Plywood,Plywood,None,0.0,TA,Gd,CBlock,None,None,None,None,0.0,None,0.0,0.0,0.0,GasA,Gd,N,SBrkr,808,0,0,808,0.0,0.0,1,0,1,1,TA,6,Min2,0,None,Attchd,1925.0,Unf,1.0,164.0,TA,TA,P,0,48,0,0,0,0,None,None,None,0,6,2008,WD,Normal,120.0,6.296296296296297,0.0,0.0,808.0,48,13,7.0,1.0,11,1.0,0,0,0,0,1,0,0,1,8888.0
2124,50,RM,52.0,6240,Pave,None,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,5,1939,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,Mn,Rec,300.0,LwQ,240.0,449.0,989.0,GasA,TA,Y,SBrkr,1245,764,0,2009,0.0,0.0,2,0,4,1,TA,7,Min2,1,Gd,Detchd,1939.0,Unf,2.0,400.0,TA,TA,Y,0,20,0,0,0,0,None,MnPrv,None,0,1,2008,WD,Normal,120.0,3.7933130699088147,0.0,0.0,2998.0,20,58,9.0,2.0,12,1.0,0,0,0,1,1,1,1,1,35976.0
2125,70,RM,51.0,6120,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,5,1923,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,203.0,Unf,0.0,897.0,1100.0,GasA,TA,Y,SBrkr,1226,676,0,1902,0.0,0.0,2,0,4,1,TA,7,Typ,0,None,Detchd,1960.0,Unf,2.0,576.0,TA,TA,Y,0,139,55,0,0,0,None,None,None,0,10,2008,WD,Normal,120.0,3.3962264150943398,0.0,0.0,3002.0,194,58,9.0,2.0,10,-0.5,0,0,0,1,1,1,0,1,30020.0
2126,50,RL,60.0,9144,Pave,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,4,1915,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,810.0,810.0,GasA,Ex,Y,SBrkr,1170,546,0,1716,0.0,0.0,2,0,4,1,Gd,8,Typ,0,None,Detchd,1970.0,Unf,2.0,672.0,TA,TA,Y,0,195,0,0,0,0,None,None,None,0,3,2008,WD,Normal,152.4,4.964169381107492,0.0,0.0,2526.0,195,4,10.0,2.0,10,1.0,0,1,0,1,1,1,0,1,25260.0
2127,60,RM,57.0,8094,Pave,Grvl,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,8,1910,1983,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,Mn,Rec,196.0,Unf,0.0,1046.0,1242.0,GasA,Gd,Y,SBrkr,1242,742,0,1984,0.0,0.0,2,0,5,1,TA,8,Typ,0,None,Detchd,0.0,None,1.0,360.0,None,None,Y,64,0,180,0,0,0,None,MnPrv,Shed,1000,9,2008,WD,Normal,142.0,5.052434456928839,0.0,0.0,3226.0,244,25,10.0,2.0,14,1.0,0,1,0,1,1,1,0,1,45164.0
2128,50,RM,63.0,4347,Pave,None,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,8,1910,1950,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,BrkTil,Gd,Gd,No,Unf,0.0,Unf,0.0,796.0,796.0,GasA,Ex,Y,SBrkr,825,784,0,1609,0.0,0.0,1,0,3,1,TA,7,Typ,0,None,Detchd,1910.0,Unf,1.0,228.0,Fa,Fa,N,0,182,0,0,0,0,None,None,None,0,6,2008,WD,Normal,69.0,4.128205128205129,0.0,0.0,2405.0,182,58,8.0,1.0,14,1.0,0,0,0,1,1,1,0,1,33670.0
2129,30,RM,60.0,6291,Grvl,None,IR1,Lvl,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,6,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,768.0,768.0,GasA,TA,Y,SBrkr,768,0,0,768,0.0,0.0,1,0,1,1,TA,4,Typ,0,None,Detchd,1930.0,Unf,2.0,440.0,TA,TA,N,0,0,84,0,0,0,None,None,None,0,7,2008,WD,Normal,104.85,5.207781456953643,0.0,0.0,1536.0,84,58,5.0,1.0,12,-0.5,0,0,0,0,1,1,0,0,18432.0
2130,70,RM,60.0,10266,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,6,6,1952,1952,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,372.0,Unf,0.0,396.0,768.0,GasA,TA,Y,FuseA,768,768,0,1536,0.0,0.0,1,1,4,1,TA,7,Typ,0,None,Detchd,1952.0,Unf,1.0,308.0,TA,TA,Y,0,216,80,0,0,0,None,None,None,0,5,2008,COD,Abnorml,171.1,9.54089219330855,0.0,0.0,2304.0,296,56,8.5,1.5,12,1.0,1,0,0,1,1,1,0,0,27648.0
2131,50,RM,60.0,6876,Pave,None,Reg,Bnk,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,1272.0,1272.0,GasA,TA,Y,SBrkr,1272,0,697,1969,0.0,0.0,2,0,4,1,TA,9,Min1,1,Gd,Detchd,1938.0,Unf,2.0,400.0,TA,TA,Y,0,34,0,0,0,0,None,None,None,0,11,2008,COD,Normal,114.6,4.1124401913875595,0.0,0.0,3241.0,34,50,11.0,2.0,12,1.0,0,0,0,0,1,1,1,0,38892.0
2132,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1915,1978,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,BrkTil,TA,Fa,No,Unf,0.0,Unf,0.0,880.0,880.0,GasA,Gd,Y,SBrkr,880,428,0,1308,0.0,0.0,2,0,2,1,TA,6,Typ,0,None,Detchd,1950.0,Unf,2.0,400.0,Fa,Fa,Y,0,0,117,0,0,0,None,None,None,0,4,2008,WD,Normal,172.0,8.0625,0.0,0.0,2188.0,117,30,8.0,2.0,11,1.0,0,1,0,1,1,1,0,0,24068.0
2133,30,RM,60.0,7200,Pave,None,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,7,1925,1992,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1040.0,1040.0,GasA,Gd,Y,SBrkr,1040,0,0,1040,0.0,0.0,1,0,2,1,TA,5,Typ,0,None,Detchd,1993.0,Unf,2.0,320.0,TA,TA,Y,0,132,0,0,0,0,None,None,None,0,7,2008,WD,Normal,120.0,5.294117647058823,0.0,0.0,2080.0,132,16,6.0,1.0,13,1.0,0,0,0,0,1,1,0,0,27040.0
2134,50,RM,62.0,7006,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1925,1950,Gable,CompShg,Stucco,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,Rec,121.0,Unf,0.0,647.0,768.0,GasA,TA,Y,SBrkr,788,448,0,1236,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Detchd,1985.0,Unf,1.0,384.0,TA,TA,Y,0,0,0,0,0,0,None,MnPrv,None,0,8,2008,WD,Family,113.0,5.977815699658703,0.0,0.0,2004.0,0,58,8.0,3.0,12,1.0,0,0,0,1,1,1,1,0,24048.0
2135,30,RM,60.0,10320,Pave,None,Reg,Lvl,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,5,8,1912,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,0.0,Unf,0.0,451.0,451.0,GasA,TA,Y,SBrkr,759,0,0,759,0.0,0.0,1,0,1,1,TA,5,Typ,0,None,Detchd,1997.0,Unf,2.0,576.0,TA,TA,N,40,0,0,0,0,0,None,None,None,0,8,2008,ConLD,Family,172.0,7.730337078651686,0.0,0.0,1210.0,40,17,6.0,1.0,13,-0.5,0,0,0,0,1,1,0,0,15730.0
2136,190,RM,60.0,10320,Pave,Grvl,Reg,Lvl,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,2Story,3,3,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0.0,Fa,Fa,PConc,TA,Fa,No,Unf,0.0,Unf,0.0,536.0,536.0,GasA,Ex,N,FuseF,808,536,0,1344,0.0,0.0,2,0,3,2,TA,8,Typ,0,None,None,0.0,None,0.0,0.0,None,None,N,42,0,204,0,0,0,None,None,None,0,5,2008,WD,Normal,172.0,12.772277227722773,0.0,0.0,1880.0,246,58,10.0,2.0,6,1.0,0,1,0,1,0,1,0,0,11280.0
2137,20,RL,82.0,9488,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,6,1947,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1046.0,1046.0,GasA,Gd,N,SBrkr,1054,0,0,1054,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Detchd,1947.0,Unf,1.0,240.0,TA,TA,Y,0,60,122,0,0,0,None,None,None,0,9,2008,WD,Abnorml,115.70731707317073,7.332302936630603,0.0,0.0,2100.0,182,15,7.0,1.0,11,-0.5,0,0,0,0,1,1,0,1,23100.0
2138,85,RL,80.0,11235,Pave,None,Reg,Lvl,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,784.0,Unf,0.0,197.0,981.0,GasA,TA,Y,SBrkr,1075,0,0,1075,1.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Detchd,1996.0,Unf,2.0,440.0,TA,TA,Y,64,0,0,0,64,0,None,MnPrv,None,0,5,2008,WD,Abnorml,140.4375,7.415841584158416,0.0,0.0,2056.0,128,45,7.0,2.0,11,-0.5,1,0,0,0,1,1,0,1,22616.0
2139,80,RL,80.0,13014,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,5,1978,1978,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,TA,CBlock,TA,TA,Av,ALQ,528.0,Unf,0.0,480.0,1008.0,GasA,TA,Y,SBrkr,1096,0,0,1096,1.0,0.0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1978.0,Unf,2.0,484.0,TA,TA,Y,168,0,0,0,0,0,None,None,None,0,12,2008,WD,Normal,162.675,8.236708860759494,0.0,0.0,2104.0,168,30,7.0,2.0,11,1.0,1,0,0,0,1,1,1,1,23144.0
2140,20,RL,68.0,10265,Pave,None,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Fa,CBlock,TA,TA,No,ALQ,758.0,Unf,0.0,234.0,992.0,GasA,Ex,Y,SBrkr,992,0,0,992,1.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1967.0,RFn,1.0,294.0,TA,TA,Y,204,0,0,0,0,0,None,MnPrv,Shed,600,7,2008,WD,Normal,150.9558823529412,7.982115085536547,0.0,0.0,1984.0,204,3,7.0,2.0,12,1.0,0,0,0,0,1,1,0,1,23808.0
2141,85,RL,41.5,7703,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,8,1978,1978,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,450.0,Unf,0.0,0.0,450.0,GasA,Ex,Y,SBrkr,1034,0,0,1034,0.0,1.0,1,0,3,1,TA,6,Typ,1,Po,Basment,1978.0,Fin,2.0,504.0,TA,TA,Y,311,0,0,0,0,0,None,GdWo,None,0,5,2008,WD,Normal,185.6144578313253,5.008452535760728,0.0,0.0,1484.0,311,30,7.0,1.5,14,1.0,1,0,0,0,1,1,1,1,20776.0
2142,20,RL,80.0,9981,Pave,None,IR1,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,TA,CBlock,TA,TA,Mn,BLQ,221.0,Unf,0.0,852.0,1073.0,GasA,Gd,Y,SBrkr,1073,0,0,1073,0.0,0.0,1,0,3,1,TA,6,Typ,0,None,Attchd,1967.0,RFn,1.0,270.0,TA,TA,Y,0,90,0,0,0,0,None,MnPrv,None,0,3,2008,WD,Normal,124.7625,7.43186895011169,0.0,0.0,2146.0,90,41,7.0,1.0,10,1.0,1,0,0,0,1,1,0,1,21460.0
2143,85,RL,41.5,7400,Pave,None,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,5,1984,1984,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,LwQ,104.0,ALQ,956.0,0.0,1060.0,GasA,TA,Y,SBrkr,1126,0,0,1126,1.0,0.0,1,0,2,1,TA,5,Typ,0,None,Attchd,1984.0,Unf,2.0,506.0,TA,TA,Y,178,0,0,0,0,0,None,None,None,0,3,2008,WD,Normal,178.3132530120482,4.534313725490196,0.0,0.0,2186.0,178,24,6.0,2.0,10,1.0,1,0,0,0,1,1,0,1,21860.0
2144,190,RL,60.0,12900,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,2fmCon,1Story,5,4,1920,1950,Gable,CompShg,BrkFace,Stucco,None,0.0,TA,TA,PConc,TA,Fa,No,BLQ,1300.0,Unf,0.0,0.0,1300.0,GasA,Fa,Y,SBrkr,1140,0,0,1140,1.0,0.0,1,0,3,1,TA,6,Typ,0,None,CarPort,1920.0,Unf,2.0,400.0,TA,TA,Y,0,0,190,0,0,0,None,None,None,0,1,2008,WD,Alloca,215.0,8.376623376623376,0.0,0.0,2440.0,190,58,7.0,2.0,9,-0.5,0,0,0,0,1,1,0,1,21960.0
2145,20,RL,94.0,9239,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,8,1963,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,634.0,Unf,0.0,326.0,960.0,GasA,Ex,Y,SBrkr,960,0,0,960,1.0,0.0,1,0,3,1,Gd,6,Typ,0,None,Attchd,1963.0,Fin,1.0,300.0,TA,TA,Y,168,0,0,0,0,0,None,None,None,0,5,2008,WD,Normal,98.2872340425532,7.332539682539682,0.0,634.0,1920.0,168,5,7.0,2.0,13,-0.5,0,0,0,0,1,1,0,1,24960.0
2146,20,RL,88.0,14175,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,8,1956,1956,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,Gd,Gd,GLQ,776.0,Unf,0.0,212.0,988.0,GasA,TA,Y,FuseA,1188,0,0,1188,1.0,0.0,1,0,1,1,TA,4,Typ,1,TA,Attchd,1956.0,Unf,2.0,621.0,TA,TA,Y,102,89,231,0,0,0,None,None,None,0,6,2008,WD,Normal,161.07954545454547,7.835820895522388,0.0,776.0,2176.0,422,52,5.0,2.0,14,1.5,1,0,0,0,1,1,1,1,30464.0
2147,190,RL,97.0,10532,Pave,None,Reg,Lvl,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,3,1960,1960,Flat,Tar&Grv,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,TA,TA,Mn,Rec,988.0,Unf,0.0,0.0,988.0,GasA,Gd,Y,SBrkr,1721,0,0,1721,1.0,0.0,2,0,3,1,TA,7,Mod,2,TA,Basment,1960.0,Unf,2.0,626.0,TA,TA,Y,50,84,0,0,0,0,None,None,None,0,12,2008,WD,Abnorml,108.57731958762886,4.487430762675756,275.0,0.0,2709.0,134,48,9.0,3.0,8,1.0,1,0,0,0,1,1,1,3,21672.0
2148,50,RL,63.0,8375,Pave,None,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,7,1941,1973,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,336.0,Unf,0.0,240.0,576.0,GasA,Gd,Y,SBrkr,864,486,0,1350,1.0,0.0,1,1,2,1,Gd,6,Min1,0,None,2Types,1973.0,Unf,3.0,627.0,TA,TA,N,0,0,0,0,0,0,None,MnPrv,None,0,6,2008,WD,Normal,132.93650793650792,5.617035546613011,0.0,0.0,1926.0,0,35,7.5,2.5,12,1.0,0,0,0,1,1,1,0,1,23112.0
2149,80,RL,70.0,10200,Pave,None,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,8,1970,1970,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,PConc,Gd,TA,Av,ALQ,704.0,Unf,0.0,160.0,864.0,GasA,Ex,Y,SBrkr,904,0,0,904,0.0,0.0,1,0,3,1,Gd,5,Typ,0,None,2Types,1979.0,Unf,3.0,912.0,TA,TA,Y,143,0,0,0,0,0,None,MnPrv,None,0,6,2008,WD,Normal,145.71428571428572,5.616740088105727,0.0,0.0,1768.0,143,38,6.0,1.0,13,1.0,1,0,0,0,1,1,0,1,22984.0
2150,20,RL,82.0,20270,Pave,None,IR1,Lvl,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,599.0,Unf,0.0,925.0,1524.0,GasA,TA,Y,SBrkr,1524,0,0,1524,1.0,0.0,2,0,3,1,TA,7,Typ,2,Gd,Attchd,1979.0,Fin,2.0,478.0,TA,TA,Y,140,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,247.1951219512195,10.124875124875125,0.0,599.0,3048.0,140,29,9.0,3.0,13,1.0,1,0,0,0,1,1,1,3,39624.0
2151,50,RL,50.0,5190,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,5,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,570.0,570.0,GasA,TA,Y,SBrkr,617,462,0,1079,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Attchd,1948.0,Unf,1.0,249.0,TA,TA,Y,135,0,0,0,0,0,None,None,None,0,1,2008,WD,Normal,103.8,5.993071593533488,0.0,0.0,1649.0,135,58,6.0,1.0,12,1.0,0,0,0,1,1,1,1,1,19788.0
2152,30,RL,85.0,19550,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1940,2007,Flat,Tar&Grv,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Gd,ALQ,1035.0,Unf,0.0,545.0,1580.0,GasA,Ex,Y,SBrkr,1518,0,0,1518,1.0,0.0,1,0,2,1,Fa,5,Typ,2,Gd,None,0.0,None,0.0,0.0,None,None,Y,0,39,0,0,0,0,None,None,None,0,1,2008,WD,Normal,230.0,12.878787878787879,0.0,0.0,3098.0,39,1,6.0,2.0,12,1.0,0,0,0,0,0,1,1,1,37176.0
2153,20,RL,68.0,9571,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,Av,Rec,870.0,Unf,0.0,639.0,1509.0,GasA,TA,Y,FuseA,1509,0,0,1509,1.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,1956.0,Unf,1.0,322.0,TA,TA,Y,158,0,0,0,576,0,None,MnPrv,None,0,7,2008,WD,Normal,140.75,5.227198252321136,0.0,0.0,3018.0,734,52,7.0,2.0,11,1.0,1,0,0,0,1,1,1,1,33198.0
2154,90,RL,50.0,9350,Pave,None,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,5,5,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,864.0,Unf,0.0,0.0,864.0,GasA,Fa,N,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,TA,4,Typ,0,None,None,0.0,None,0.0,0.0,None,None,Y,0,0,0,0,0,0,None,None,None,0,4,2008,WD,Normal,187.0,10.82175925925926,0.0,864.0,1728.0,0,33,5.0,2.0,10,1.0,1,0,0,0,0,1,0,1,17280.0
2155,60,RL,50.0,9360,Pave,None,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,8,1962,2001,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,TA,CBlock,TA,TA,No,Rec,324.0,Unf,0.0,297.0,621.0,GasA,TA,Y,SBrkr,621,648,0,1269,0.0,0.0,1,1,3,1,TA,7,Typ,0,None,Detchd,1962.0,Unf,1.0,280.0,TA,TA,Y,0,236,0,0,0,0,None,GdWo,None,0,11,2008,WD,Normal,187.2,10.388457269700332,0.0,0.0,1890.0,236,7,8.5,1.5,14,1.0,0,0,0,1,1,1,0,1,26460.0
2156,60,RL,81.0,9771,Pave,None,IR3,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1995,2002,Gable,CompShg,HdBoard,HdBoard,BrkFace,190.0,Gd,TA,PConc,Gd,TA,No,LwQ,779.0,Unf,0.0,298.0,1077.0,GasA,Ex,Y,SBrkr,1093,1721,0,2814,0.0,1.0,2,1,4,1,Gd,9,Typ,1,TA,BuiltIn,1995.0,Fin,2.0,614.0,TA,TA,Y,48,32,0,0,216,0,None,GdPrv,None,0,6,2008,WD,Normal,120.62962962962963,5.724077328646748,0.0,0.0,3891.0,296,6,11.5,3.0,11,1.0,0,0,0,1,1,1,1,2,42801.0
2157,20,RL,80.0,9938,Pave,None,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251.0,Gd,TA,PConc,Gd,TA,No,GLQ,1271.0,Unf,0.0,331.0,1602.0,GasA,Ex,Y,SBrkr,1626,0,0,1626,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,1994.0,RFn,2.0,534.0,TA,TA,Y,424,40,0,0,0,0,None,None,None,0,4,2008,WD,Normal,124.225,4.600925925925926,0.0,1271.0,3228.0,464,14,9.5,3.5,12,1.0,1,0,0,0,1,1,1,2,38736.0
2158,60,RL,59.0,14171,Pave,None,IR2,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,355.0,Unf,0.0,457.0,812.0,GasA,Ex,Y,SBrkr,1101,1099,0,2200,0.0,0.0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993.0,RFn,2.0,453.0,TA,TA,Y,168,98,0,0,0,0,None,None,None,0,12,2008,WD,Normal,240.1864406779661,9.119047619047619,0.0,355.0,3012.0,266,14,11.5,2.5,12,1.0,0,0,0,1,1,1,1,2,36144.0
2159,80,RL,85.0,10541,Pave,None,IR1,Lvl,Corner,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,672.0,672.0,GasA,Ex,Y,SBrkr,1302,735,0,2037,0.0,0.0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996.0,Fin,2.0,472.0,TA,TA,Y,100,33,0,0,0,0,None,None,None,0,2,2008,WD,Normal,124.01176470588236,5.941939120631342,0.0,0.0,2709.0,133,12,10.5,2.5,12,1.0,1,0,0,1,1,1,1,2,32508.0
2160,60,RL,65.0,10616,Pave,None,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,628.0,628.0,GasA,Ex,Y,SBrkr,628,728,0,1356,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,2007.0,Fin,2.0,484.0,TA,TA,Y,100,24,0,0,0,0,None,None,None,0,3,2008,New,Partial,163.3230769230769,9.546762589928058,0.0,0.0,1984.0,124,1,8.5,2.5,12,1.0,1,0,0,1,1,1,1,2,23808.0
